;parent;name;inner.name
0;The law on self defence should cover ‘grossly disproportionate’ actions;Do you go to jail if you kill in self defense?;What does lawful killing mean?
1;The law on self defence should cover ‘grossly disproportionate’ actions;Do you go to jail if you kill in self defense?;Can you defend yourself in your own home?
2;The law on self defence should cover ‘grossly disproportionate’ actions;What is the law on self defense?;What states allow self defense?
3;The law on self defence should cover ‘grossly disproportionate’ actions;What is the law on self defense?;What is a stand your ground law?
4;The law on self defence should cover ‘grossly disproportionate’ actions;What is the law on self defense?;Is self Defence legal in the UK?
5;The law on self defence should cover ‘grossly disproportionate’ actions;What is reasonable force in self Defence?;Who has the burden of proof in self defense?
6;The law on self defence should cover ‘grossly disproportionate’ actions;What is reasonable force in self Defence?;Is self Defence illegal in Australia?
7;The law on self defence should cover ‘grossly disproportionate’ actions;What is reasonable force in self Defence?;Is self defense a human right?
8;The law on self defence should cover ‘grossly disproportionate’ actions;What is classed as self Defence?;Is self defense a justification or excuse?
9;The law on self defence should cover ‘grossly disproportionate’ actions;What is classed as self Defence?;Are you allowed to hit someone in self Defence?
10;The law on self defence should cover ‘grossly disproportionate’ actions;What is classed as self Defence?;Is a lock knife illegal in the UK?
