;parent;name;inner.name
0;A common EU foreign policy should be favored;Does the EU have a common foreign policy?;What are the goals of common foreign policy?
1;A common EU foreign policy should be favored;Does the EU have a common foreign policy?;Who was the first high representative for common foreign and security policy?
2;A common EU foreign policy should be favored;Has EU been successful?;Is the EU the biggest economy?
3;A common EU foreign policy should be favored;Has EU been successful?;Why is the EU important?
4;A common EU foreign policy should be favored;Has EU been successful?;How long has the EU existed?
5;A common EU foreign policy should be favored;What are some benefits of joining the EU?;Has the UK benefited from the EU?
6;A common EU foreign policy should be favored;What are some benefits of joining the EU?;What are the disadvantages of the EU?
7;A common EU foreign policy should be favored;What are some benefits of joining the EU?;How much do we pay the EU each week?
8;A common EU foreign policy should be favored;What is the current state of the EU?;Who are the 5 EU presidents?
9;A common EU foreign policy should be favored;What is the current state of the EU?;Has a country ever left the EU?
10;A common EU foreign policy should be favored;What is the current state of the EU?;Is UK part of EU?
