;parent;name;inner.name
0;Death penalty is justified;Do you believe the death penalty is justified?;Should death penalty be banned?
1;Death penalty is justified;Do you believe the death penalty is justified?;How many innocent people are on death row?
2;Death penalty is justified;Do you believe the death penalty is justified?;Is death penalty in the constitution?
3;Death penalty is justified;Do you believe the death penalty is justified?;What does the 14th Amendment say about the death penalty?
4;Death penalty is justified;Do you believe the death penalty is justified?;Is death penalty ethical?
5;Death penalty is justified;Is death penalty in the constitution?;Does death penalty violate human rights?
6;Death penalty is justified;Is death penalty in the constitution?;Does the death penalty violate due process?
7;Death penalty is justified;Is death penalty in the constitution?;What crimes get the death penalty?
8;Death penalty is justified;Is death penalty in the constitution?;What does the 14th Amendment say about the death penalty?
9;Death penalty is justified;Is death penalty in the constitution?;Is death penalty ethical?
10;Death penalty is justified;What does the 14th Amendment say about the death penalty?;How does the death penalty violate the right to life?
11;Death penalty is justified;What does the 14th Amendment say about the death penalty?;How does the death penalty violate the 5th Amendment?
12;Death penalty is justified;What does the 14th Amendment say about the death penalty?;Does capital punishment deter crime?
13;Death penalty is justified;What does the 14th Amendment say about the death penalty?;Is death penalty ethical?
14;Death penalty is justified;Is death penalty ethical?;Why the death penalty is moral?
15;Death penalty is justified;Is death penalty ethical?;Is the death penalty effective?
16;Death penalty is justified;Is death penalty ethical?;Should the death penalty be used for retribution?
