;parent;name;inner.name
0;Romeo and Juliet is unsuccessful as a tragedy;Why did Romeo and Juliet end in tragedy?;Why did Romeo drink the poison?
1;Romeo and Juliet is unsuccessful as a tragedy;Why did Romeo and Juliet end in tragedy?;Is Romeo and Juliet a tragedy or romance?
2;Romeo and Juliet is unsuccessful as a tragedy;Is Romeo and Juliet a typical tragedy?;Why is Romeo and Juliet not a love story?
3;Romeo and Juliet is unsuccessful as a tragedy;Is Romeo and Juliet a typical tragedy?;Would Romeo and Juliet's death been prevented?
4;Romeo and Juliet is unsuccessful as a tragedy;Is Romeo and Juliet a typical tragedy?;Why Is Romeo a tragic hero?
5;Romeo and Juliet is unsuccessful as a tragedy;How does Juliet feel at the end of Act 3?;What is Juliet's response to marrying Paris in Act 3?
6;Romeo and Juliet is unsuccessful as a tragedy;How does Juliet feel at the end of Act 3?;How do Juliet's parents react to her death?
7;Romeo and Juliet is unsuccessful as a tragedy;How does Juliet feel at the end of Act 3?;What three reasons does Friar Laurence give Romeo to show that he should be happy?
8;Romeo and Juliet is unsuccessful as a tragedy;Who is at fault for the deaths of Romeo and Juliet?;Why is the family feud to blame for the death of Romeo and Juliet?
9;Romeo and Juliet is unsuccessful as a tragedy;Who is at fault for the deaths of Romeo and Juliet?;How is Romeo responsible for the death of Romeo and Juliet?
10;Romeo and Juliet is unsuccessful as a tragedy;Who is at fault for the deaths of Romeo and Juliet?;Who is most responsible for the death of Gatsby?
