;parent;name;inner.name
0;Spain should cede Ceuta and Melilla to Morocco;Is Ceuta part of Spain or Morocco?;Is Morocco connected to Spain?
1;Spain should cede Ceuta and Melilla to Morocco;Is Ceuta part of Spain or Morocco?;Is part of Morocco Spanish?
2;Spain should cede Ceuta and Melilla to Morocco;Why did Spain take over Morocco?;Did Morocco colonize Spain?
3;Spain should cede Ceuta and Melilla to Morocco;Why did Spain take over Morocco?;Does Morocco belong to Spain?
4;Spain should cede Ceuta and Melilla to Morocco;Why did Spain take over Morocco?;When did Morocco recognize the United States?
5;Spain should cede Ceuta and Melilla to Morocco;Which is disputed between Spain and Morocco?;Is Morocco in Spain or Africa?
6;Spain should cede Ceuta and Melilla to Morocco;Which is disputed between Spain and Morocco?;Is Spain close to Morocco?
7;Spain should cede Ceuta and Melilla to Morocco;Which is disputed between Spain and Morocco?;What city in Morocco is closest to Spain?
8;Spain should cede Ceuta and Melilla to Morocco;Does Spain own part of Morocco?;What countries Own Spain?
9;Spain should cede Ceuta and Melilla to Morocco;Does Spain own part of Morocco?;Can you see Morocco from Spain?
10;Spain should cede Ceuta and Melilla to Morocco;Does Spain own part of Morocco?;Was Morocco a Spanish colony?
