;parent;name;inner.name
0;Israel should return to its pre-1967 borders;What are the pre 1967 borders of Israel?;How long is the border between Israel and Palestine?
1;Israel should return to its pre-1967 borders;What are the pre 1967 borders of Israel?;Who attacked first in the 6 Day War?
2;Israel should return to its pre-1967 borders;What were the original borders of Israel?;What was Israel called before 1948?
3;Israel should return to its pre-1967 borders;What were the original borders of Israel?;How did God help Moses convince the Pharaoh to let the Hebrews leave Egypt?
4;Israel should return to its pre-1967 borders;What were the original borders of Israel?;Is Palestine a country or part of Israel?
5;Israel should return to its pre-1967 borders;Which areas did Israel occupy in 1967?;What territory did Israel not gain in the 6 Day War?
6;Israel should return to its pre-1967 borders;Which areas did Israel occupy in 1967?;What percent of Israel is Palestinian?
7;Israel should return to its pre-1967 borders;Which areas did Israel occupy in 1967?;How did Israel get Golan Heights?
8;Israel should return to its pre-1967 borders;What was the West Bank before 1967?;Why did Israel invade Lebanon in 1982?
9;Israel should return to its pre-1967 borders;What was the West Bank before 1967?;Why did Israel give up Sinai?
10;Israel should return to its pre-1967 borders;What was the West Bank before 1967?;What started the 6 Day War?
