;parent;name;inner.name
0;That Israel’s West Bank Settlements are an Obstacle to Peace;Are Israeli settlements in the West Bank illegal?;How many Israeli settlements are in the West Bank?
1;That Israel’s West Bank Settlements are an Obstacle to Peace;Are Israeli settlements in the West Bank illegal?;Who owned Jerusalem before Israel?
2;That Israel’s West Bank Settlements are an Obstacle to Peace;Who lives in West Bank settlements?;Who Owns the West Bank and Gaza Strip?
3;That Israel’s West Bank Settlements are an Obstacle to Peace;Who lives in West Bank settlements?;Who controls Golan Heights today?
4;That Israel’s West Bank Settlements are an Obstacle to Peace;Who lives in West Bank settlements?;Why did Israel give up Sinai?
5;That Israel’s West Bank Settlements are an Obstacle to Peace;How many settlements are in the West Bank?;Is it safe to visit the West Bank?
6;That Israel’s West Bank Settlements are an Obstacle to Peace;How many settlements are in the West Bank?;How many Jews live on the West Bank?
7;That Israel’s West Bank Settlements are an Obstacle to Peace;How many settlements are in the West Bank?;What is the two state solution for Israel and Palestine?
8;That Israel’s West Bank Settlements are an Obstacle to Peace;When did Israel give up the West Bank?;Does Israel still occupy the West Bank?
9;That Israel’s West Bank Settlements are an Obstacle to Peace;When did Israel give up the West Bank?;Is West Bank and Palestine the same?
10;That Israel’s West Bank Settlements are an Obstacle to Peace;When did Israel give up the West Bank?;What is the main cause for the conflict between Israel and Palestine?
