;parent;name;inner.name
0;Strict parenting works best;Is strict parenting good?;What's a benefit of having strict parents?
1;Strict parenting works best;Is strict parenting good?;Why are parents strict sometimes?
2;Strict parenting works best;Do strict parents raise disciplined children?;How should parents raise their child?
3;Strict parenting works best;Do strict parents raise disciplined children?;How does authoritarian parenting affect the child?
4;Strict parenting works best;Do strict parents raise disciplined children?;Can strict parents cause social anxiety?
5;Strict parenting works best;What are the 4 types of parenting styles?;What are the 3 main parenting styles?
6;Strict parenting works best;What are the 4 types of parenting styles?;What are the 5 parenting styles?
7;Strict parenting works best;What are the 4 types of parenting styles?;What are the 4 types of child neglect?
8;Strict parenting works best;What is strict parenting?;Which parenting style is the most effective?
9;Strict parenting works best;What is strict parenting?;Can parents be too strict?
10;Strict parenting works best;What is strict parenting?;What are the 5 different types of families?
