;parent;name;inner.name
0;The breeding of white tigers in captivity should be banned;How many white tigers are in captivity?;Are white tigers still alive?
1;The breeding of white tigers in captivity should be banned;How many white tigers are in captivity?;How common are white tigers?
2;The breeding of white tigers in captivity should be banned;Can a white tiger mate with an orange tiger?;Why are white tigers becoming extinct?
3;The breeding of white tigers in captivity should be banned;Can a white tiger mate with an orange tiger?;Do white tigers exist naturally?
4;The breeding of white tigers in captivity should be banned;Can a white tiger mate with an orange tiger?;Are there any white tigers left in the wild?
5;The breeding of white tigers in captivity should be banned;Are white tigers endangered 2019?;Why are tigers killed?
6;The breeding of white tigers in captivity should be banned;Are white tigers endangered 2019?;Are white lions real?
7;The breeding of white tigers in captivity should be banned;Are white tigers endangered 2019?;How many giraffes are left in the world?
8;The breeding of white tigers in captivity should be banned;Can white tigers have orange Cubs?;Are Black Tigers real?
9;The breeding of white tigers in captivity should be banned;Can white tigers have orange Cubs?;Are Golden Tigers inbred?
