;parent;name;inner.name
0;Use of goal line technology in football is overdue, and can only lead to benefits.;How much does goal line technology cost?;How long does the World Cup last?
1;Use of goal line technology in football is overdue, and can only lead to benefits.;How much does goal line technology cost?;Is Goal line technology used in Champions League?
2;Use of goal line technology in football is overdue, and can only lead to benefits.;How does goal line technology work Premier League?;What does alternative goal line mean?
3;Use of goal line technology in football is overdue, and can only lead to benefits.;How does goal line technology work Premier League?;Who invented the goal line technology?
4;Use of goal line technology in football is overdue, and can only lead to benefits.;How does goal line technology work Premier League?;Where is the goal line in football?
5;Use of goal line technology in football is overdue, and can only lead to benefits.;Is there goal line technology in the World Cup?;Is on the line a goal in football?
6;Use of goal line technology in football is overdue, and can only lead to benefits.;Is there goal line technology in the World Cup?;Does MLS have goal line technology?
7;Use of goal line technology in football is overdue, and can only lead to benefits.;Is there goal line technology in the World Cup?;Is VAR in the World Cup?
8;Use of goal line technology in football is overdue, and can only lead to benefits.;Is it a goal if half the ball crosses the line?;What happens if a referee scores a goal in football?
9;Use of goal line technology in football is overdue, and can only lead to benefits.;Is it a goal if half the ball crosses the line?;Does the puck have to completely cross the line?
10;Use of goal line technology in football is overdue, and can only lead to benefits.;Is it a goal if half the ball crosses the line?;Can you be offsides on a goal kick?
