;parent;name;inner.name
0;Parents or other adults should be able to ban books from schools and libraries.;Should certain books be banned from libraries?;Should banned books be allowed in schools?
1;Parents or other adults should be able to ban books from schools and libraries.;Should certain books be banned from libraries?;What books have been banned from schools?
2;Parents or other adults should be able to ban books from schools and libraries.;Is banning books unconstitutional?;What are the Top 5 reasons most books are challenged?
3;Parents or other adults should be able to ban books from schools and libraries.;Is banning books unconstitutional?;When was the first book banned?
4;Parents or other adults should be able to ban books from schools and libraries.;Is banning books unconstitutional?;Does America ban books?
5;Parents or other adults should be able to ban books from schools and libraries.;Why are books banned or challenged?;What is the difference between a challenged book and a banned book?
6;Parents or other adults should be able to ban books from schools and libraries.;Why are books banned or challenged?;What is the banned book list?
7;Parents or other adults should be able to ban books from schools and libraries.;Why are books banned or challenged?;What books have been banned?
8;Parents or other adults should be able to ban books from schools and libraries.;Why do parents ban books?;Is banning books against the First Amendment?
9;Parents or other adults should be able to ban books from schools and libraries.;Why do parents ban books?;Should the outsiders be banned?
10;Parents or other adults should be able to ban books from schools and libraries.;Why do parents ban books?;How do I decide what books to keep?
