;parent;name;inner.name
0;Lesotho should be annexed by South Africa;Why is Lesotho and Swaziland in South Africa?;Why is Lesotho an independent country?
1;Lesotho should be annexed by South Africa;Why is Lesotho and Swaziland in South Africa?;What is the main religion in Lesotho?
2;Lesotho should be annexed by South Africa;Is Lesotho a poor country?;How much money does Lesotho have?
3;Lesotho should be annexed by South Africa;Is Lesotho a poor country?;Who is president of Lesotho?
4;Lesotho should be annexed by South Africa;Is Lesotho a poor country?;What type of economy does Lesotho have?
5;Lesotho should be annexed by South Africa;Is Lesotho a safe country?;Do US citizens need a visa for Lesotho?
6;Lesotho should be annexed by South Africa;Is Lesotho a safe country?;How old is the country of Lesotho?
7;Lesotho should be annexed by South Africa;Is Lesotho a safe country?;What does Lesotho mean?
8;Lesotho should be annexed by South Africa;Is Lesotho a country?;What is the climate of Lesotho?
9;Lesotho should be annexed by South Africa;Is Lesotho a country?;How wealthy is Lesotho?
10;Lesotho should be annexed by South Africa;Is Lesotho a country?;Where does Lesotho rank by alcohol consumption per capita?
