;parent;name;inner.name
0;The integration of Africa through the African Union can succeed;What did the African Union do?;Is Ethiopia in African Union?
1;The integration of Africa through the African Union can succeed;What did the African Union do?;What does African Union mean?
2;The integration of Africa through the African Union can succeed;Why is the African Union Important?;Is Egypt part of the African Union?
3;The integration of Africa through the African Union can succeed;Why is the African Union Important?;Who created African Union?
4;The integration of Africa through the African Union can succeed;Why is the African Union Important?;Why the African Union was formed?
5;The integration of Africa through the African Union can succeed;Why did Morocco leave the African Union?;How is the African Union funded?
6;The integration of Africa through the African Union can succeed;Why did Morocco leave the African Union?;What are the two largest religions in Africa?
7;The integration of Africa through the African Union can succeed;Why did Morocco leave the African Union?;Who is the current African Union chairman?
8;The integration of Africa through the African Union can succeed;When was the African Union created?;How did the African Union start?
9;The integration of Africa through the African Union can succeed;When was the African Union created?;What is African Union Day?
10;The integration of Africa through the African Union can succeed;When was the African Union created?;How many countries are in the African Union?
