;parent;name;inner.name
0;Governments Should Put Wealth Redistribution Ahead Of Wealth Creation;Which role does the government play in redistribution of wealth?;How is wealth distributed?
1;Governments Should Put Wealth Redistribution Ahead Of Wealth Creation;Which role does the government play in redistribution of wealth?;Is wealth distributed evenly in the US?
2;Governments Should Put Wealth Redistribution Ahead Of Wealth Creation;What is a fair way to distribute wealth?;Why is the distribution of income important?
3;Governments Should Put Wealth Redistribution Ahead Of Wealth Creation;What is a fair way to distribute wealth?;What is equity in income distribution?
4;Governments Should Put Wealth Redistribution Ahead Of Wealth Creation;What is a fair way to distribute wealth?;What percentage of population in India is still live under poverty line?
5;Governments Should Put Wealth Redistribution Ahead Of Wealth Creation;What are the causes of wealth inequality?;How does wealth inequality affect society?
6;Governments Should Put Wealth Redistribution Ahead Of Wealth Creation;What are the causes of wealth inequality?;What is the difference between income inequality and wealth inequality?
7;Governments Should Put Wealth Redistribution Ahead Of Wealth Creation;What are the causes of wealth inequality?;How can we reduce the wealth gap?
8;Governments Should Put Wealth Redistribution Ahead Of Wealth Creation;Why is wealth so unevenly distributed?;How is wealth and income distributed in the United States?
9;Governments Should Put Wealth Redistribution Ahead Of Wealth Creation;Why is wealth so unevenly distributed?;What is inequitable distribution of wealth?
10;Governments Should Put Wealth Redistribution Ahead Of Wealth Creation;Why is wealth so unevenly distributed?;How is wealth inequality measured?
