;parent;name;inner.name
0;Student loan debt should be easier to discharge in bankruptcy;How do I prove undue hardship for student loans?;What is considered an undue hardship?
1;Student loan debt should be easier to discharge in bankruptcy;How do I prove undue hardship for student loans?;What qualifies as financial hardship for student loans?
2;Student loan debt should be easier to discharge in bankruptcy;Will student loans ever be discharged?;Do student loans ever get written off?
3;Student loan debt should be easier to discharge in bankruptcy;Will student loans ever be discharged?;How many days after missing a student loan payment do your loans go into default?
4;Student loan debt should be easier to discharge in bankruptcy;Will student loans ever be discharged?;How can I get rid of my student loans fast?
5;Student loan debt should be easier to discharge in bankruptcy;Should student loans be dischargeable?;What debts are dischargeable in Chapter 7?
6;Student loan debt should be easier to discharge in bankruptcy;Should student loans be dischargeable?;What is not dischargeable in Chapter 7?
7;Student loan debt should be easier to discharge in bankruptcy;Should student loans be dischargeable?;Can I get a student loan after filing Chapter 7?
8;Student loan debt should be easier to discharge in bankruptcy;How can I get rid of student loans legally?;What happens after 10 years of paying student loans?
9;Student loan debt should be easier to discharge in bankruptcy;How can I get rid of student loans legally?;Do student loans go away after 7 years?
10;Student loan debt should be easier to discharge in bankruptcy;How can I get rid of student loans legally?;Do student loans get forgiven after 10 years?
