;parent;name;inner.name
0;The West should invade Syria;What countries are fighting in Syria?;Who supports Syria?
1;The West should invade Syria;What countries are fighting in Syria?;Who controls Syria?
2;The West should invade Syria;When did the US intervene in Syria?;What is US role in Syria?
3;The West should invade Syria;When did the US intervene in Syria?;What started the war in Syria?
4;The West should invade Syria;When did the US intervene in Syria?;How many US soldiers died in Syria?
5;The West should invade Syria;When did Russia invade Syria?;Why is Iran involved in Syria?
6;The West should invade Syria;When did Russia invade Syria?;Why is Iran allied with Syria?
7;The West should invade Syria;When did Russia invade Syria?;Who is Assad of Syria?
8;The West should invade Syria;How long has there been fighting in Syria?;Was Syria a French colony?
9;The West should invade Syria;How long has there been fighting in Syria?;What is the connection between Syria and Russia?
10;The West should invade Syria;How long has there been fighting in Syria?;Who founded Syria?
