;parent;name;inner.name
0;The Tibet should be an independent state;Is Tibet an independent?;What did China do to Tibet?
1;The Tibet should be an independent state;Is Tibet an independent?;Why did China attack Tibet?
2;The Tibet should be an independent state;Will Tibet ever be free?;What is the issue between Tibet and China?
3;The Tibet should be an independent state;Will Tibet ever be free?;Who controls Tibet?
4;The Tibet should be an independent state;Will Tibet ever be free?;When did Tibet get independence?
5;The Tibet should be an independent state;Was Tibet a part of India?;Is Dalai Lama Indian?
6;The Tibet should be an independent state;Was Tibet a part of India?;What language do Tibetan monks speak?
7;The Tibet should be an independent state;Was Tibet a part of India?;Does Tibet want independence?
8;The Tibet should be an independent state;Is Tibet recognized as a country?;When did Tibet join China?
9;The Tibet should be an independent state;Is Tibet recognized as a country?;Is Seven Years in Tibet a true story?
10;The Tibet should be an independent state;Is Tibet recognized as a country?;Who is the president of Tibet?
