;parent;name;inner.name
0;Online Shopping Is Better Than Offline Shopping;Is online shopping is better than offline shopping?;What are the advantages and disadvantages of online shopping?
1;Online Shopping Is Better Than Offline Shopping;Is online shopping is better than offline shopping?;What are some advantages of shopping online?
2;Online Shopping Is Better Than Offline Shopping;What is meant by offline shopping?;What is online and offline data?
3;Online Shopping Is Better Than Offline Shopping;What is meant by offline shopping?;What is meant by being offline?
4;Online Shopping Is Better Than Offline Shopping;What is meant by offline shopping?;What is an offline store?
5;Online Shopping Is Better Than Offline Shopping;What is difference between offline and online?;What is online and offline messaging?
6;Online Shopping Is Better Than Offline Shopping;What is difference between offline and online?;What is online and offline data entry?
7;Online Shopping Is Better Than Offline Shopping;What is difference between offline and online?;What is offline and online business?
8;Online Shopping Is Better Than Offline Shopping;Why online is cheaper than offline?;What is the cheapest online shopping site?
9;Online Shopping Is Better Than Offline Shopping;Why online is cheaper than offline?;Is it cheaper to grocery shop online?
10;Online Shopping Is Better Than Offline Shopping;Why online is cheaper than offline?;Are Target online prices the same as in store?
