;parent;name;inner.name
0;The Egyptian army was right to depose Morsi;Is Egypt under military rule?;Is Egypt a democracy 2018?
1;The Egyptian army was right to depose Morsi;Is Egypt under military rule?;Was ancient Egypt a monarchy?
2;The Egyptian army was right to depose Morsi;When was Morsi deposed?;How is the president elected in Egypt?
3;The Egyptian army was right to depose Morsi;When was Morsi deposed?;Is Sisi a dictator?
4;The Egyptian army was right to depose Morsi;When was Morsi deposed?;When was Mubarak removed?
5;The Egyptian army was right to depose Morsi;How long was Hosni Mubarak in power?;Who is the president of Egypt now?
6;The Egyptian army was right to depose Morsi;How long was Hosni Mubarak in power?;What does Mubarak mean?
7;The Egyptian army was right to depose Morsi;How long was Hosni Mubarak in power?;Who killed the president of Egypt?
8;The Egyptian army was right to depose Morsi;What happened in British controlled Egypt in 1952?;What did Abdel Nasser do in 1956 to demonstrate Egypt's independence from the West?
9;The Egyptian army was right to depose Morsi;What happened in British controlled Egypt in 1952?;How did the Suez Canal crisis end?
10;The Egyptian army was right to depose Morsi;What happened in British controlled Egypt in 1952?;When did the Egyptian revolution of 1952 end?
