;parent;name;inner.name
0;Language does control thought;Does language control thought?;How does language affect personality?
1;Language does control thought;Does language control thought?;Can language shape our thoughts?
2;Language does control thought;Does language affect thought?;Does thought require language?
3;Language does control thought;Does language affect thought?;Does language shape reality?
4;Language does control thought;Does language affect thought?;How does language shape our identity?
5;Language does control thought;What comes first language or thought?;Can you think without using language?
6;Language does control thought;What comes first language or thought?;How does language limit our thoughts?
7;Language does control thought;What comes first language or thought?;Does language shape culture?
8;Language does control thought;What is the relationship between language and thinking?;How do individuals acquire and develop language?
9;Language does control thought;What is the relationship between language and thinking?;Is language and thought influenced by culture?
10;Language does control thought;What is the relationship between language and thinking?;What is the relationship between language culture and thought?
