;parent;name;inner.name
0;Drones Should Be Used to Take Out Enemy Combatants;How many civilians have died from drone strikes?;How many lives do drones save?
1;Drones Should Be Used to Take Out Enemy Combatants;How many civilians have died from drone strikes?;How many Iraqi civilians died?
2;Drones Should Be Used to Take Out Enemy Combatants;How long can drones stay airborne?;How can I make my drone battery last longer?
3;Drones Should Be Used to Take Out Enemy Combatants;How long can drones stay airborne?;Can you use a drone in Spain?
4;Drones Should Be Used to Take Out Enemy Combatants;How long can drones stay airborne?;What fuel do drones use?
5;Drones Should Be Used to Take Out Enemy Combatants;How much does a Predator drone cost?;What does a Predator drone do?
6;Drones Should Be Used to Take Out Enemy Combatants;How much does a Predator drone cost?;What missiles do drones use?
7;Drones Should Be Used to Take Out Enemy Combatants;How much does a Predator drone cost?;How much does a Hellfire missile cost?
8;Drones Should Be Used to Take Out Enemy Combatants;How many drones are in the US military?;Do drones have lights at night?
9;Drones Should Be Used to Take Out Enemy Combatants;How many drones are in the US military?;What do drones do?
10;Drones Should Be Used to Take Out Enemy Combatants;How many drones are in the US military?;HOW FAR CAN military drones fly?
