;parent;name;inner.name
0;Make the raising of business and labour standards a prerequisite for developmental aid;Does foreign aid always promote development in a developing economy?;Do rich countries have an obligation to help poor countries?
1;Make the raising of business and labour standards a prerequisite for developmental aid;Does foreign aid always promote development in a developing economy?;Does foreign aid create dependency?
2;Make the raising of business and labour standards a prerequisite for developmental aid;Does foreign aid always promote development in a developing economy?;Do labor standards affect comparative advantage in developing countries?
3;Make the raising of business and labour standards a prerequisite for developmental aid;Does foreign aid always promote development in a developing economy?;How can aid help a country to develop?
4;Make the raising of business and labour standards a prerequisite for developmental aid;Does foreign aid always promote development in a developing economy?;What is international aid and development?
5;Make the raising of business and labour standards a prerequisite for developmental aid;Do labor standards affect comparative advantage in developing countries?;How much foreign aid does the US give?
6;Make the raising of business and labour standards a prerequisite for developmental aid;Do labor standards affect comparative advantage in developing countries?;How can Africa develop economically?
7;Make the raising of business and labour standards a prerequisite for developmental aid;Do labor standards affect comparative advantage in developing countries?;How can aid help a country to develop?
8;Make the raising of business and labour standards a prerequisite for developmental aid;Do labor standards affect comparative advantage in developing countries?;What is international aid and development?
9;Make the raising of business and labour standards a prerequisite for developmental aid;How can aid help a country to develop?;Is Mexico a low income country?
10;Make the raising of business and labour standards a prerequisite for developmental aid;How can aid help a country to develop?;How does aid affect development?
11;Make the raising of business and labour standards a prerequisite for developmental aid;How can aid help a country to develop?;What is international aid and development?
12;Make the raising of business and labour standards a prerequisite for developmental aid;What is international aid and development?;How does providing aid to foreign countries benefit the United States?
13;Make the raising of business and labour standards a prerequisite for developmental aid;What is international aid and development?;How can I get involved in international development?
